Player,POS,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PPG RATIO
Bam Adebayo,C,MIA,-0.21960791068295105,1.1170011054560227,1.1414925875583137,0.8228291962219475,1.9016260616604956,2.355234845532128,2.6207397591404678,2.188551536082642,0.6990782279645675,-0.9054601047370802,-0.894986055697258,-1.6700951295484936,2.9454778428894084,2.9159321866175913,0.4134546425146563,2.6177311616391026,2.7457571061090715,2.8139643009492232,1.081300140799547,2.446060371974221,2.0401759520284544,1.5266856981860453,20.386666666666667
Dejounte Murray,SG,ATL,0.010980395534147511,1.0764573015038372,1.0024476668000504,0.8967486568681697,2.020102963107857,2.32365475115354,2.682643376636351,2.7971941329784693,0.013168099213614571,1.365399234372635,1.5662224721260392,0.21230104327547217,0.9899338447191756,0.9003984837431966,0.5346854089598925,0.11436671871560353,1.4633452912840301,1.1199914823854644,2.7898019259498907,1.937047985046616,2.9151918481261645,-0.06692439672979919,20.472972972972972
Domantas Sabonis,PF,SAC,0.010980395534147511,1.2791763212647649,1.6281498102122351,0.601070814283281,2.072510984502811,2.3123761460183303,2.46598071540076,1.6660095992354933,1.3759632234424817,-0.3893557094848722,-0.42899724109604703,0.42145617358924603,2.9572582284205544,3.2581926267283374,0.11504044818792256,3.898077861454938,4.409839103917756,4.428620666469863,3.816545787218126,3.2567097289329987,1.2016190516014824,0.6919375532301267,19.11392405063291
Klay Thompson,SG,GSW,1.6250985390538375,0.8737382817429094,1.0024476668000504,0.5271513536370588,1.505336970970213,2.3101204249912883,2.2740795011635226,2.5982719183832477,-0.23953563243147308,4.255583847785,3.82397109498261,0.702733762631908,0.4951576524110444,0.34897888578699426,0.753833332918588,-0.1531684125891979,0.7839723655731452,0.5364490064253736,0.4488259222583142,1.2395124918495282,0.6182751208696757,0.3125065782501638,21.869565217391305
Kristaps Porzingis,C,WAS,0.2415687017512461,0.7115630659341671,0.23770060262960238,1.044587578160614,1.3073787100613092,2.3010975408831205,2.0326553929295788,1.9035286614387428,0.32002263049693547,1.4342131537395961,1.3627625671593133,0.5080031240639113,3.2988894088237877,3.0490334688828815,0.6232771229006412,1.2800555051150955,2.1961520426126255,2.009468848654729,0.5391793820499189,1.5034448406268046,0.9464060819063169,3.006466500607901,23.153846153846153
Darius Garland,PG,CLE,-0.6807845231171482,0.8737382817429094,1.1414925875583137,0.3793124323446144,1.7143481084292367,2.2672617254774905,2.1255108191734036,2.2330863602457516,-0.0048821673324627515,1.9847245086752847,1.730303040647592,0.6883092708861303,2.391799722925547,2.1458461963684123,0.6792297843369041,-0.3633745871858276,0.0969660362025873,-0.03576254767141451,3.52905750606302,2.672288099497601,1.9307989650162407,-0.4463553717097622,21.594202898550726
Franz Wagner,SF,ORL,-1.1419611355513453,1.3197201252169504,0.6548353649043922,1.7098627239766138,1.9149143514454718,2.25598312034228,2.2493180541651694,2.200427489192805,0.20269589794743062,1.3137887948474143,1.3890154581227618,0.33490922311458127,2.3211174097386715,2.155353430815933,0.5813126268234446,0.4392308067285767,0.8755732094892196,0.7800638264863824,1.43450002907582,2.0690141594352545,1.6391269996503375,-0.1428105917257918,18.5625
Devin Booker,SG,PHX,0.010980395534147511,0.22503741850794037,0.7243578252835239,-0.3598821741176074,0.9545559878265574,2.2244030259636927,2.156462627921345,2.0490090870382334,0.2839220974047802,0.9869226778543492,1.1002336575248282,0.2627867643856937,2.7334309033287805,2.497613870926679,0.6419280100460624,-0.01940084693679719,0.37940197161048334,0.27583780356941073,1.5166395379772788,1.6542633256423913,0.6911931122111515,-0.1048674942277955,27.754716981132077
Jimmy Butler,SF,MIA,1.6250985390538375,0.6710192619819815,0.7938802856626556,0.3793124323446144,1.3303537905306613,2.2131244208284824,1.8593252639411062,1.5175601853584622,0.6900530946915285,-0.3033383102761708,-0.2977327862788045,0.2555745185128048,4.688974901499013,4.370539057088263,0.6186144011142863,1.7960161154886412,0.6847381179973979,1.0406750293423452,1.9026952298141353,0.8247616580566649,3.0974868264798543,0.008961798266193406,22.90625
Anthony Davis,PF,LAL,0.9333336204025418,0.346668830364497,0.515790444146129,0.0836345897597257,1.040371018120191,2.1792886054228524,2.2493180541651694,1.737265317896468,0.906656293244461,-0.5957974675857554,-0.4880662457638062,-0.4151643476658497,3.228207095636912,3.315236033413462,0.310874763214842,2.8279373362357325,2.76865731708809,2.8932807539923426,0.32561665890612596,1.22066018122258,0.9828650775770549,3.537669865579849,25.910714285714285
Nikola Vucevic,C,CHI,1.394510232836739,1.4008077331213216,1.1414925875583137,1.3402654207455027,2.0859234639119464,2.1702657213146845,2.5897879503925263,2.289497137519023,0.5185755625037904,1.1589574762717518,1.3036935624915542,0.24836227263991595,0.68364382090938,0.5961669814225332,0.548673574318958,2.1399898557376718,4.57777398443056,4.032038401254267,1.2866489130531942,1.5411494618807013,1.0193240732477928,1.37491330819406,17.646341463414632
Paolo Banchero,PF,ORL,-1.3725494417684438,0.995369693599466,0.515790444146129,1.2663459600992806,1.6926149242014712,2.1477085110442644,1.8593252639411062,2.212303442302967,-0.3207618318888226,0.5396322019691022,0.8967737525581023,-0.11946226687741054,3.7701048300696267,4.170887133690328,0.0963895610425014,0.7067659380333781,2.0511173730788412,1.731861263003812,1.3195047166137777,2.691140410124549,1.0193240732477928,0.6919375532301267,19.958333333333332
RJ Barrett,SG,NYK,-0.9113728293342468,1.0359134975516515,1.1414925875583137,0.6749902749295031,1.7494937720661377,2.1341741848820126,2.051226478178344,2.372628809290161,-0.257585898977551,1.1589574762717518,1.5859121403486256,-0.0329153164027455,2.544944734830445,2.820859842142384,0.10571500461521198,0.24813428436800422,1.24960998881319,1.0010168028207858,0.7609560560838577,2.0124572275544095,-0.03798680120360688,-0.2186967867217844,19.602739726027398
Keldon Johnson,SF,SAS,-0.6807845231171482,0.630475458029796,-0.45752400116171404,1.6359432633303916,1.2375841412841428,2.0304110176380807,2.0078939459312255,2.185582547805102,-0.09513350006285129,1.3826027142143753,1.6974869269432815,0.1041173551821408,2.014827385928876,2.2028896030535363,0.14767950069240923,0.17169567542377526,0.8984734204682382,0.7177437562382174,0.6131049400612318,1.4468879087459596,0.508898133857462,-0.3704691767137696,21.984126984126984
Spencer Dinwiddie,PG,BKN,0.9333336204025418,1.2791763212647649,1.2110150479374453,1.044587578160614,2.0597194532144694,1.9943194812054088,1.7417083906989284,1.9985362863200427,-0.22148536588539575,2.1911662667761678,2.242234414434838,0.3926071900976911,2.2857762531452335,2.2314113063960987,0.441430973232788,-0.3633745871858276,0.7458053472747809,0.44580163151895175,3.3401366355896647,1.6542633256423913,1.2745370429429583,0.1227910907601823,17.329113924050635
Kevin Durant,PF,PHX,1.855686845270936,-0.018225405205172986,0.7243578252835239,-0.8033989379949406,0.7513817627029901,1.987552318124283,1.8840867109394595,1.4403664901424063,0.8795808934253446,0.6772600407030244,0.5357965018106854,0.6450357956487976,2.7452112888599265,2.269440244186182,0.9403422043727968,-0.5735807617824573,1.1580091448971155,0.6894164515799606,1.0402303863488178,1.8616387425388228,0.07139018580860688,1.754344283174023,29.06382978723404
Kyle Kuzma,SF,WAS,0.2415687017512461,0.6710192619819815,0.37674552338786566,0.8228291962219475,1.455661121306749,1.967250828880905,2.06360720167752,2.27168320785378,-0.1312340331550072,1.8298931900996223,2.1831654097670787,0.13296633867369573,1.1666396276863653,1.3472385027766707,0.059087786751659765,0.152586023187718,2.0129503547804766,1.5392355913276656,1.073086189909401,2.502617303855066,0.1443081771500827,0.3125065782501638,21.203125
